,Code,Name,Country,Exchange,Currency,Type,Isin
3338,LME.L,Limitless Earth plc,UK,LSE,GBX,Common Stock,GB00BKXP5L71
3339,LMP.L,LondonMetric Property Plc,UK,LSE,GBX,Common Stock,GB00B4WFW713
3340,LMS.L,LMS Capital plc,UK,LSE,GBX,Common Stock,GB00B12MHD28
3341,LND.L,Landore Resources Limited,UK,LSE,GBX,Common Stock,GG00BMX4VR69
3342,LNTA.L,Lenta PLC,UK,LSE,USD,Common Stock,
3343,LOGP.L,Lansdowne Oil & Gas plc,UK,LSE,GBX,Common Stock,GB00B1250X28
3344,LOK.L,Lok'nStore Group Plc,UK,LSE,GBX,Common Stock,GB0007276115
3345,LOOK.L,Lookers plc,UK,LSE,GBX,Common Stock,GB00B17MMZ46
3346,LOOP.L,LoopUp Group plc,UK,LSE,GBX,Common Stock,GB00BYQP6S60
3347,LORD.L,Lords Grp Trading Plc,UK,LSE,GBX,Common Stock,GB00BM9CLS53
3348,LPA.L,LPA Group Plc,UK,LSE,GBX,Common Stock,GB0007320806
3349,LRE.L,Lancashire Holdings Limited,UK,LSE,GBX,Common Stock,BMG5361W1047
3350,LSAA.L,Life Settlement Assets PLC,UK,LSE,USD,Common Stock,GB00BF1Q4B05
3351,LSAI.L,Location Sciences Group PLC,UK,LSE,GBX,Common Stock,GB00BGT36S19
3352,LSC.L,London Security plc,UK,LSE,GBX,Common Stock,GB0005314363
3353,LSEG.L,London Stock Exchange Group plc,UK,LSE,GBX,Common Stock,GB00B0SWJX34
3354,LSL.L,LSL Property Services plc,UK,LSE,GBX,Common Stock,GB00B1G5HX72
3355,LSRG.L,PJSC LSR Group,UK,LSE,USD,Common Stock,
3356,LTG.L,Learning Technologies Group plc,UK,LSE,GBX,Common Stock,GB00B4T7HX10
3357,LTHM.L,James Latham plc,UK,LSE,GBX,Common Stock,GB00B04NP100
3358,LTI.L,Lindsell Train Investment Trust Plc,UK,LSE,GBP,Common Stock,GB0031977944
3359,LUCE.L,Luceco plc,UK,LSE,GBX,Common Stock,GB00BZC0LP49
3360,LVCG.L,Live Company Group Plc,UK,LSE,GBX,Common Stock,GB00BGSGT481
3361,LWB.L,Low & Bonar PLC,UK,LSE,GBX,Common Stock,GB0005363014
3362,LWDB.L,The Law Debenture Corporation p.l.c,UK,LSE,GBX,Common Stock,GB0031429219
3363,LWI.L,Lowland Investment Company plc,UK,LSE,GBX,Common Stock,GB0005368062
3364,LXI.L,LXI REIT plc,UK,LSE,GBX,Common Stock,GB00BYQ46T41
3365,MAB.L,Mitchells & Butlers plc,UK,LSE,GBX,Common Stock,GB00B1FP6H53
3366,MAB1.L,Mortgage Advice Bureau (Holdings) plc,UK,LSE,GBX,Common Stock,GB00BQSBH502
3367,MAC.L,Marechale Capital Plc,UK,LSE,GBX,Common Stock,GB0005401087
3368,MACF.L,Macfarlane Group PLC,UK,LSE,GBX,Common Stock,GB0005518872
3369,MACP.L,Marwyn Acquisition Co. PLC,UK,LSE,GBX,Common Stock,JE00BZBYC658
3370,MADE.L,Made.Com Group PLC,UK,LSE,GBX,Common Stock,
3371,MAFL.L,Mineral & Financial Investments Limited,UK,LSE,GBX,Common Stock,KYG6181G1055
3372,MAI.L,Maintel Holdings Plc,UK,LSE,GBX,Common Stock,GB00B046YG73
3373,MAIL.L,Mail.ru Group Limited,UK,LSE,GBP,Common Stock,
3374,MAJE.L,Majedie Investments PLC,UK,LSE,GBX,Common Stock,GB0005555221
3375,MANO.L,Manolete Partners Plc,UK,LSE,GBX,Common Stock,GB00BYWQCY12
3376,MARS.L,Marston's PLC,UK,LSE,GBX,Common Stock,GB00B1JQDM80
3377,MAST.L,MAST Energy Developments PLC,UK,LSE,GBX,Common Stock,
3378,MATD.L,Petro Matad Limited,UK,LSE,GBX,Common Stock,IM00B292WR19
3379,MAV4.L,Maven Income and Growth VCT 4 PLC,UK,LSE,GBX,Common Stock,GB00B043QW84
3380,MAVT.L,Momentum Multi-Asset Value Trust PLC,UK,LSE,GBX,Common Stock,GB0008769993
3381,MAW.L,Maruwa Co Ltd,UK,LSE,JPY,Common Stock,
3382,MBH.L,Michelmersh Brick Holdings plc,UK,LSE,GBX,Common Stock,GB00B013H060
3383,MBO.L,MobilityOne Limited,UK,LSE,GBX,Common Stock,JE00B1Z48326
3384,MBSP.L,Manchester Building Society 6.75% PIBS,UK,LSE,GBP,Common Stock,
3385,MBSR.L,Manchester Building Society,UK,LSE,GBP,Common Stock,
3386,MBT.L,Mobile Tornado Group plc,UK,LSE,GBX,Common Stock,GB00B01RQV23
3387,MCB.L,McBride plc,UK,LSE,GBX,Common Stock,GB0005746358
3388,MCKS.L,McKay Securities Plc,UK,LSE,GBX,Common Stock,GB0005522007
3389,MCL.L,Morses Club PLC,UK,LSE,GBX,Common Stock,GB00BZ6C4F71
3390,MCLS.L,McColl's Retail Group plc,UK,LSE,GBX,Common Stock,GB00BJ3VW957
3391,MCM.L,MC Mining Limited,UK,LSE,GBX,Common Stock,
3392,MCON.L,Mincon Group plc,UK,LSE,GBX,Common Stock,IE00BD64C665
3393,MCRO.L,Micro Focus International plc,UK,LSE,GBX,Common Stock,GB00BJ1F4N75
3394,MCT.L,Middlefield Canadian Income PCC - Middlefield Canadian Income - GBP PC,UK,LSE,GBX,Common Stock,
3395,MDC.L,Mediclinic International plc,UK,LSE,GBX,Common Stock,GB00B8HX8Z88
3396,MDMG.L,MD Medical Group Investments Plc,UK,LSE,GBP,Common Stock,
3397,MDOB.L,Mandarin Oriental International Limited,UK,LSE,USD,Common Stock,
3398,MDZ.L,MediaZest plc,UK,LSE,GBX,Common Stock,GB00B064NT52
3399,MEAL.L,Parsley Box Group plc,UK,LSE,GBX,Common Stock,GB00BNK9TZ56
3400,MEL.L,Mitsubishi Electric Corporation,UK,LSE,JPY,Common Stock,
3401,MER.L,Mears Group plc,UK,LSE,GBX,Common Stock,GB0005630420
3402,MERC.L,Mercia Asset Management PLC,UK,LSE,GBX,Common Stock,GB00BSL71W47
3403,MFX.L,Manx Financial Group PLC,UK,LSE,GBX,Common Stock,IM00B28ZPX83
3404,MGAM.L,Morgan Advanced Materials plc,UK,LSE,GBX,Common Stock,GB0006027295
3405,MGCI.L,M&G Credit Income Investment Trust plc,UK,LSE,GBX,Common Stock,GB00BFYYL325
3406,MGGT.L,Meggitt PLC,UK,LSE,GBX,Common Stock,GB0005758098
3407,MGNS.L,Morgan Sindall Group plc,UK,LSE,GBX,Common Stock,GB0008085614
3408,MGP.L,Medica Group Plc,UK,LSE,GBX,Common Stock,GB00BYV24996
3409,MHC.L,MyHealthChecked Plc,UK,LSE,GBX,Common Stock,
3410,MHM.L,Marsh & McLennan Companies Inc.,UK,LSE,USD,Common Stock,
3411,MHN.L,Menhaden Resource Efficiency PLC,UK,LSE,GBX,Common Stock,GB00BZ0XWD04
3412,MHPC.L,MHP SE,UK,LSE,GBP,Common Stock,
3413,MIDW.L,Midwich Group plc,UK,LSE,GBX,Common Stock,GB00B6VTTK07
3414,MIG.L,Mobeus Income & Growth 2 VCT Plc,UK,LSE,GBX,Common Stock,GB00B0LKLZ05
3415,MIG1.L,Maven Income and Growth VCT PLC,UK,LSE,GBX,Common Stock,GB0004122858
3416,MIG3.L,Maven Income and Growth VCT 3 PLC,UK,LSE,GBX,Common Stock,GB0031153769
3417,MIG4.L,Mobeus Income & Growth 4 VCT plc,UK,LSE,GBX,Common Stock,GB00B1FMDH51
3418,MIG5.L,Maven Income and Growth VCT 5 PLC,UK,LSE,GBX,Common Stock,GB0002057536
3419,MIGO.L,Miton Global Opportunities PLC,UK,LSE,GBX,Common Stock,GB0034365949
3420,MIL.L,Myanmar Investments International Limited,UK,LSE,USD,Common Stock,VGG636111004
3421,MIN.L,Minoan Group Plc,UK,LSE,GBX,Common Stock,GB0008497975
3422,MIND.L,Mind Gym plc,UK,LSE,GBX,Common Stock,GB00BF3SQB83
3423,MINI.L,Miton UK MicroCap Trust plc,UK,LSE,GBX,Common Stock,GB00BWFGQ085
3424,MIRA.L,Mirada Plc,UK,LSE,GBX,Common Stock,GB00BK77QQ18
3425,MIRI.L,Mirriad Advertising plc,UK,LSE,GBX,Common Stock,GB00BF52QY14
3426,MIX.L,Mobeus Income & Growth VCT Plc,UK,LSE,GBX,Common Stock,GB00B01WL239
3427,MJH.L,MJ Hudson Group plc,UK,LSE,GBX,Common Stock,JE00BJTLYP93
3428,MKA.L,Mkango Resources Ltd,UK,LSE,GBX,Common Stock,CA60686A4090
3429,MKS.L,Marks and Spencer Group plc,UK,LSE,GBX,Common Stock,GB0031274896
3430,MLVN.L,Malvern International Plc,UK,LSE,GBX,Common Stock,GB00B04XB679
3431,MMAG.L,musicMagpie plc,UK,LSE,GBX,Common Stock,GB00BKY4XG48
3432,MMH.L,Marshall Motor Holdings Plc,UK,LSE,GBX,Common Stock,GB00BVYB2Q58
3433,MMIT.L,Mobius Investment Trust plc,UK,LSE,GBX,Common Stock,GB00BFZ7R980
3434,MMK.L,Public Joint Stock Company Magnitogorsk Iron & Steel Works,UK,LSE,GBP,Common Stock,
3435,MMM.L,Mining Minerals & Metals plc,UK,LSE,GBX,Common Stock,
3436,MMX.L,Minds + Machines Group Limited,UK,LSE,GBX,Common Stock,VGG614091012
3437,MNDI.L,Mondi plc,UK,LSE,GBX,Common Stock,GB00B1CRLC47
3438,MNG.L,M&G plc,UK,LSE,GBX,Common Stock,GB00BKFB1C65
3439,MNKS.L,The Monks Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0030517261
3440,MNL.L,Manchester & London Investment Trust plc,UK,LSE,GBX,Common Stock,GB0002258472
3441,MNO.L,Maestrano Group Plc,UK,LSE,GBX,Common Stock,GB00BYZQM590
3442,MNOD.L,GMK Noril'skiy Nikel' PAO,UK,LSE,GBP,Common Stock,
3443,MNP.L,Martin Currie Global Portfolio Trust plc,UK,LSE,GBX,Common Stock,GB0005372411
3444,MNRG.L,MetalNRG plc,UK,LSE,GBX,Common Stock,GB00B15FS791
3445,MNTN.L,The Schiehallion Fund Limited,UK,LSE,USD,Common Stock,GG00BJ0CDD21
3446,MNZS.L,John Menzies plc,UK,LSE,GBX,Common Stock,GB0005790059
3447,MODE.L,Mode Global Holdings PLC,UK,LSE,GBX,Common Stock,GB00BKX8NT01
3448,MONY.L,Moneysupermarket.com Group PLC,UK,LSE,GBX,Common Stock,GB00B1ZBKY84
3449,MOON.L,Moonpig Group PLC,UK,LSE,GBX,Common Stock,
3450,MOS.L,Mobile Streams Plc,UK,LSE,GBX,Common Stock,GB00B0WJ3L68
3451,MOTR.L,Motorpoint Group plc,UK,LSE,GBX,Common Stock,GB00BD0SFR60
3452,MPAC.L,Mpac Group plc,UK,LSE,GBX,Common Stock,GB0005991111
3453,MPE.L,M.P. Evans Group PLC,UK,LSE,GBX,Common Stock,GB0007538100
3454,MPL.L,Mercantile Ports & Logistics Limited,UK,LSE,GBX,Common Stock,GG00B53M7D91
3455,MPO.L,Macau Property Opportunities Fund Limited,UK,LSE,GBX,Common Stock,GB00B1436N68
3456,MRC.L,The Mercantile Investment Trust plc,UK,LSE,GBX,Common Stock,GB00BF4JDH58
3457,MRCH.L,The Merchants Trust Plc,UK,LSE,GBX,Common Stock,GB0005800072
3458,MRIT.L,Merit Group PLC,UK,LSE,GBX,Common Stock,GB00BNYKJJ86
3459,MRL.L,Marlowe plc,UK,LSE,GBX,Common Stock,GB00BD8SLV43
3460,MRO.L,Melrose Industries PLC,UK,LSE,GBX,Common Stock,GB00BZ1G4322
3461,MRW.L,Wm Morrison Supermarkets PLC,UK,LSE,GBX,Common Stock,GB0006043169
3462,MSI.L,MS INTERNATIONAL plc,UK,LSE,GBX,Common Stock,GB0005957005
3463,MSLH.L,Marshalls plc,UK,LSE,GBX,Common Stock,GB00B012BV22
3464,MSMN.L,Mosman Oil and Gas Limited,UK,LSE,GBX,Common Stock,AU0000XINET1
3465,MSYS.L,Microsaic Systems plc,UK,LSE,GBX,Common Stock,GB00B547ZY09
3466,MTC.L,Mothercare plc,UK,LSE,GBX,Common Stock,GB0009067447
3467,MTE.L,Montanaro European Smaller Companies Trust plc,UK,LSE,GBX,Common Stock,GB0004543517
3468,MTL.L,Metals Exploration plc,UK,LSE,GBX,Common Stock,GB00B0394F60
3469,MTO.L,Mitie Group plc,UK,LSE,GBX,Common Stock,GB0004657408
3470,MTPH.L,Midatech Pharma plc,UK,LSE,GBX,Common Stock,GB00BKT14T00
3471,MTR.L,Metal Tiger plc,UK,LSE,GBX,Common Stock,GB0030493232
3472,MTRO.L,Metro Bank PLC,UK,LSE,GBX,Common Stock,GB00BZ6STL67
3473,MTU.L,Montanaro UK Smaller Companies Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0006007560
3474,MTVW.L,Mountview Estates P.L.C,UK,LSE,GBX,Common Stock,GB0006081037
3475,MTW.L,Mattioli Woods plc,UK,LSE,GBX,Common Stock,GB00B0MT3Y97
3476,MUL.L,Mulberry Group plc,UK,LSE,GBX,Common Stock,GB0006094303
3477,MUT.L,Murray Income Trust PLC,UK,LSE,GBX,Common Stock,GB0006111123
3478,MVI.L,Marwyn Value Investors Limited,UK,LSE,GBX,Common Stock,KYG5897M1740
3479,MVIR.L,Marwyn Value Investors Limited,UK,LSE,GBX,Common Stock,KYG5897M3076
3480,MWE.L,M.T.I Wireless Edge Ltd,UK,LSE,GBX,Common Stock,IL0010958762
3481,MXC.L,MGC Pharmaceuticals Limited,UK,LSE,GBX,Common Stock,
3482,MXCT.L,MaxCyte Inc,UK,LSE,GBX,Common Stock,US57777K1060
3483,MYI.L,Murray International Trust PLC,UK,LSE,GBX,Common Stock,GB0006111909
3484,MYSL.L,MySale Group plc,UK,LSE,GBX,Common Stock,JE00BMH4MR96
3485,MYX.L,MYCELX Technologies Corporation,UK,LSE,GBX,Common Stock,
3486,N4P.L,N4 Pharma Plc,UK,LSE,GBX,Common Stock,GB00BYW8QM32
3487,N91.L,Ninety One Group,UK,LSE,GBX,Common Stock,GB00BJHPLV88
3488,NABB.L,Nationwide Building Society 7.859% PIBS,UK,LSE,GBP,Common Stock,
3489,NAH.L,NAHL Group plc,UK,LSE,GBX,Common Stock,GB00BM7S2W63
3490,NAIT.L,The North American Income Trust plc,UK,LSE,GBX,Common Stock,GB0000293620
3491,NANO.L,Nanoco Group plc,UK,LSE,GBX,Common Stock,GB00B01JLR99
3492,NAPS.L,Napster Group PLC,UK,LSE,GBX,Common Stock,GB00BD2YHN21
3493,NAR.L,Northamber plc,UK,LSE,GBX,Common Stock,GB00B2Q99X01
3494,NAS.L,North Atlantic Smaller Companies Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0006439003
3495,NAVF.L,Nippon Active Value Fund plc,UK,LSE,GBX,Common Stock,GB00BKLGLS10
3496,NBB.L,Norman Broadbent plc,UK,LSE,GBX,Common Stock,GB00B3VF4Y66
3497,NBDD.L,NB Distressed Debt Investment Fund Ltd,UK,LSE,USD,Common Stock,GG00BDFZ6F78
3498,NBDG.L,NB Distressed Debt Investment Fund Limited,UK,LSE,GBX,Common Stock,GG00BMY71748
3499,NBDX.L,NB Distressed Debt Investment Fund Limited,UK,LSE,USD,Common Stock,GG00BMY71631
3500,NBI.L,Northbridge Industrial Services plc,UK,LSE,GBX,Common Stock,GB00B0SPFW38
3501,NBMI.L,NB Global Monthly Income Fund Limited,UK,LSE,GBX,Common Stock,GG00B3KX4Q34
3502,NBPE.L,NB Private Equity Partners Limited,UK,LSE,GBX,Common Stock,GG00B1ZBD492
3503,NBPP.L,NB Private Equity Partners Limited,UK,LSE,GBX,Common Stock,
3504,NBPS.L,NB Private Equity Partners Limited,UK,LSE,GBX,Common Stock,
3505,NBPU.L,NB Private Equity Partners Limited,UK,LSE,USD,Common Stock,
3506,NBS.L,Nationwide Building Society,UK,LSE,GBP,Common Stock,GB00BBQ33664
3507,NBSP.L,Newcastle Building Society 10.75% PIBS,UK,LSE,GBP,Common Stock,
3508,NBSR.L,Newcastle Building Society,UK,LSE,GBP,Common Stock,
3509,NCA.L,New Century AIM VCT Plc,UK,LSE,GBX,Common Stock,
3510,NCA2.L,New Century AIM VCT 2 PLC,UK,LSE,GBX,Common Stock,
3511,NCC.L,NCC Group plc,UK,LSE,GBX,Common Stock,GB00B01QGK86
3512,NCCL.L,Ncondezi Energy Limited,UK,LSE,GBX,Common Stock,VGG640631039
3513,NCYF.L,CQS New City High Yield Fund Limited,UK,LSE,GBX,Common Stock,JE00B1LZS514
3514,NCYT.L,Novacyt S.A,UK,LSE,GBX,Common Stock,FR0010397232
3515,NESF.L,NextEnergy Solar Fund Limited,UK,LSE,GBX,Common Stock,GG00BJ0JVY01
3516,NET.L,Netcall plc,UK,LSE,GBX,Common Stock,GB0000060532
3517,NETW.L,Network International Holdings plc,UK,LSE,GBX,Common Stock,GB00BH3VJ782
3518,NEX.L,National Express Group PLC,UK,LSE,GBX,Common Stock,GB0006215205
3519,NEXS.L,Nexus Infrastructure plc,UK,LSE,GBX,Common Stock,
3520,NFC.L,Next Fifteen Communications Group plc,UK,LSE,GBX,Common Stock,GB0030026057
3521,NFX.L,Nuformix plc,UK,LSE,GBX,Common Stock,GB00BYW79Y38
3522,NG.L,National Grid plc,UK,LSE,GBX,Common Stock,GB00BDR05C01
3523,NGHT.L,Nightcap Plc,UK,LSE,GBX,Common Stock,GB00BLKGVD49
3524,NICL.L,Nichols plc,UK,LSE,GBX,Common Stock,GB0006389398
3525,NLB.L,Nova Ljubljanska Banka d.d.,UK,LSE,GBP,Common Stock,
3526,NLMK.L,Novolipetsk Steel PJSC GDR,UK,LSE,GBP,Common Stock,
3527,NNN.L,Nanosynth Group PLC,UK,LSE,GBX,Common Stock,
3528,NOG.L,Nostrum Oil & Gas PLC,UK,LSE,GBX,Common Stock,GB00BGP6Q951
3529,NRR.L,NewRiver REIT plc,UK,LSE,GBX,Common Stock,GB00BD7XPJ64
3530,NSCI.L,NetScientific plc,UK,LSE,GBX,Common Stock,GB00BN4R5Q82
3531,NSF.L,Non-Standard Finance plc,UK,LSE,GBX,Common Stock,GB00BRJ6JV17
3532,NSH.L,Norish Plc,UK,LSE,GBX,Common Stock,IE0006447985
3533,NSI.L,New Star Investment Trust plc,UK,LSE,GBX,Common Stock,GB0002631041
3534,NTBR.L,Northern Bear PLC,UK,LSE,GBX,Common Stock,GB00B19FLM15
3535,NTEA.L,Northern Electric plc 8.061P(NET)CUM IRRD PRF 1P,UK,LSE,GBX,Common Stock,GB0006546898
3536,NTN.L,Northern 3 VCT PLC,UK,LSE,GBX,Common Stock,GB0031152027
3537,NTOG.L,Nostra Terra Oil and Gas Company plc,UK,LSE,GBX,Common Stock,GB00BZ76F335
3538,NTQ.L,Enteq Upstream Plc,UK,LSE,GBX,Common Stock,GB00B41Q8Q68
3539,NTV.L,Northern 2 VCT PLC,UK,LSE,GBX,Common Stock,GB0005356430
3540,NUC.L,Nucleus Financial Group plc,UK,LSE,GBX,Common Stock,GB00BG226J60
3541,NUM.L,Numis Corporation Plc,UK,LSE,GBX,Common Stock,GB00B05M6465
3542,NVT.L,Northern Venture Trust PLC,UK,LSE,GBX,Common Stock,GB0006450703
3543,NVTK.L,PAO NOVATEK,UK,LSE,GBP,Common Stock,US6698881090
3544,NWF.L,NWF Group plc,UK,LSE,GBX,Common Stock,GB0006523608
3545,NWG.L,NatWest Group plc,UK,LSE,GBX,Common Stock,GB00B7T77214
3546,NWOR.L,National World Plc,UK,LSE,GBX,Common Stock,GB00BJN5J635
3547,NWT.L,Newmark Security plc,UK,LSE,GBX,Common Stock,GB0006596406
3548,NXR.L,Norcros plc,UK,LSE,GBX,Common Stock,GB00BYYJL418
3549,NXT.L,NEXT plc,UK,LSE,GBX,Common Stock,GB0032089863
3550,OAP3.L,Octopus Apollo VCT plc,UK,LSE,GBX,Common Stock,GB00B17B3479
3551,OBC.L,Online Blockchain Plc,UK,LSE,GBX,Common Stock,GB0006601479
3552,OBD.L,Oxford BioDynamics Plc,UK,LSE,GBX,Common Stock,GB00BD5H8572
3553,OCDO.L,Ocado Group plc,UK,LSE,GBX,Common Stock,GB00B3MBS747
3554,OCI.L,Oakley Capital Investments Limited,UK,LSE,GBX,Common Stock,BMG670131058
3555,OCN.L,Ocean Wilsons Holdings Limited,UK,LSE,GBX,Common Stock,BMG6699D1074
3556,OCT.L,Octagonal Plc,UK,LSE,GBX,Common Stock,GB00BWWCHQ23
3557,ODX.L,Omega Diagnostics Group PLC,UK,LSE,GBX,Common Stock,GB00B1VCP282
3558,OEX.L,Oilex Ltd,UK,LSE,GBX,Common Stock,AU000000OEX8
3559,OGN.L,Origin Enterprises plc,UK,LSE,EUR,Common Stock,IE00B1WV4493
3560,OGZD.L,Public Joint Stock Company Gazprom,UK,LSE,GBP,Common Stock,
3561,OHG.L,One Heritage Group PLC,UK,LSE,GBX,Common Stock,GB00BLF79495
3562,OIG.L,Oryx International Growth Fund Limited,UK,LSE,GBX,Common Stock,GG00B3BTVQ94
3563,OIH.L,Orascom Investment Holding S.A.E,UK,LSE,USD,Common Stock,
3564,OIT.L,Odyssean Investment Trust PLC,UK,LSE,GBX,Common Stock,GB00BFFK7H57
3565,OKEY.L,O�Key Group SA GDR,UK,LSE,USD,Common Stock,
3566,OKYO.L,OKYO Pharma Limited,UK,LSE,GBX,Common Stock,GG00BD3FV870
3567,OMG.L,Oxford Metrics plc,UK,LSE,GBX,Common Stock,GB0030312788
3568,OMI.L,Orosur Mining Inc,UK,LSE,GBX,Common Stock,
3569,OMIP.L,One Media iP Group Plc,UK,LSE,GBX,Common Stock,GB00B1DRDZ07
3570,OMU.L,Old Mutual Limited,UK,LSE,GBX,Common Stock,ZAE000255360
3571,ONC.L,Oncimmune Holdings plc,UK,LSE,GBX,Common Stock,GB00BYQ94H38
3572,OOA.L,Octopus AIM VCT PLC,UK,LSE,GBX,Common Stock,GB0034202076
3573,OOUT.L,Ocean Outdoor Limited,UK,LSE,USD,Common Stock,VGG6702A1084
3574,OPG.L,OPG Power Ventures Plc,UK,LSE,GBX,Common Stock,IM00B2R3RX72
3575,OPP.L,Origo Partners PLC,UK,LSE,GBX,Common Stock,IM00B1G3MS12
3576,OPTI.L,OptiBiotix Health Plc,UK,LSE,GBX,Common Stock,GB00BP0RTP38
3577,ORCA.L,Orcadian Energy PLC,UK,LSE,GBX,Common Stock,
3578,ORCH.L,Orchard Funding Group plc,UK,LSE,GBX,Common Stock,GB00BYZFM569
3579,ORCP.L,Oracle Power plc,UK,LSE,GBX,Common Stock,GB00B23JN426
3580,ORIT.L,Octopus Renewables Infrastructure Trust PLC,UK,LSE,GBX,Common Stock,GB00BJM02935
3581,ORM.L,Ormonde Mining plc,UK,LSE,GBX,Common Stock,IE00BF0MZF04
3582,ORNT.L,Orient Telecoms Plc,UK,LSE,GBX,Common Stock,GB00BYPHCZ29
3583,ORPH.L,Open Orphan plc,UK,LSE,GBX,Common Stock,GB00B9275X97
3584,ORR.L,Oriole Resources PLC,UK,LSE,GBX,Common Stock,GB00B0T29327
3585,OSB.L,OSB Group Plc,UK,LSE,GBX,Common Stock,GB00BLDRH360
3586,OSEC.L,Octopus AIM VCT 2 plc,UK,LSE,GBX,Common Stock,GB00B0JQZZ80
3587,OSI.L,Osirium Technologies PLC,UK,LSE,GBX,Common Stock,GB00BZ58DH10
3588,OTAQ.L,OTAQ plc,UK,LSE,GBX,Common Stock,GB00BK6JQ137
3589,OTB.L,On the Beach Group plc,UK,LSE,GBX,Common Stock,GB00BYM1K758
3590,OTMP.L,OnTheMarket plc,UK,LSE,GBX,Common Stock,GB00BFN3K335
3591,OTT.L,Oxford Technology 3 Venture Capital Trust plc,UK,LSE,GBX,Common Stock,
3592,OTV2.L,Octopus Titan VCT plc,UK,LSE,GBX,Common Stock,GB00B28V9347
3593,OVB.L,Ovoca Bio plc,UK,LSE,GBX,Common Stock,IE00B4XVDC01
3594,OXB.L,Oxford Biomedica plc,UK,LSE,GBX,Common Stock,GB00BDFBVT43
3595,OXF.L,Oxford Technology 4 Venture Capital Trust Plc,UK,LSE,GBX,Common Stock,GB00B01H4V84
3596,OXH.L,Oxford Technology 2 Venture Capital Trust plc,UK,LSE,GBX,Common Stock,
3597,OXIG.L,Oxford Instruments plc,UK,LSE,GBX,Common Stock,GB0006650450
3598,OXT.L,Oxford Technology Venture Capital Trust plc,UK,LSE,GBX,Common Stock,GB0006640204
3599,PAC.L,Pacific Assets Trust plc,UK,LSE,GBX,Common Stock,GB0006674385
3600,PACL.L,Pacific Alliance China Land Ltd,UK,LSE,USD,Common Stock,KYG6846Y1035
3601,PAF.L,Pan African Resources PLC,UK,LSE,GBX,Common Stock,GB0004300496
3602,PAG.L,Paragon Banking Group PLC,UK,LSE,GBX,Common Stock,GB00B2NGPM57
3603,PAGE.L,PageGroup plc,UK,LSE,GBX,Common Stock,GB0030232317
3604,PALM.L,Panther Metals PLC,UK,LSE,GBX,Common Stock,
3605,PANR.L,Pantheon Resources Plc,UK,LSE,GBX,Common Stock,GB00B125SX82
3606,PAT.L,Panthera Resources PLC,UK,LSE,GBX,Common Stock,GB00BD2B4L05
3607,PATH.L,Path Investments Plc,UK,LSE,GBX,Common Stock,GB00BYQD5059
3608,PAY.L,PayPoint plc,UK,LSE,GBX,Common Stock,GB00B02QND93
3609,PBLT.L,TOC Property Backed Lending Trust Plc,UK,LSE,GBX,Common Stock,GB00BD0ND667
3610,PCA.L,Palace Capital Plc,UK,LSE,GBX,Common Stock,GB00BF5SGF06
3611,PCFT.L,Polar Capital Global Financials Trust plc,UK,LSE,GBX,Common Stock,GB00B9XQT119
3612,PCGH.L,Polar Capital Global Healthcare Trust plc,UK,LSE,GBX,Common Stock,GB00B6832P16
3613,PCIP.L,PCI-PAL PLC,UK,LSE,GBX,Common Stock,GB0009737155
3614,PCT.L,Polar Capital Technology Trust plc,UK,LSE,GBX,Common Stock,GB0004220025
3615,PCTN.L,Picton Property Income Limited,UK,LSE,GBX,Common Stock,GB00B0LCW208
3616,PDG.L,Pendragon PLC,UK,LSE,GBX,Common Stock,GB00B1JQBT10
3617,PDL.L,Petra Diamonds Limited,UK,LSE,GBX,Common Stock,BMG702781417
3618,PDZ.L,Prairie Mining Limited,UK,LSE,GBX,Common Stock,
3619,PEB.L,Pebble Beach Systems Group plc,UK,LSE,GBX,Common Stock,GB0001482891
3620,PEBB.L,The Pebble Group plc,UK,LSE,GBX,Common Stock,GB00BK71XP16
3621,PEG.L,Petards Group plc,UK,LSE,GBX,Common Stock,GB00B4YL8F73
3622,PEMB.L,Pembroke VCT plc,UK,LSE,GBX,Common Stock,
3623,PEN.L,Pennant International Group plc,UK,LSE,GBX,Common Stock,GB0002570660
3624,PERE.L,Pembridge Resources plc,UK,LSE,GBX,Common Stock,GB00BG107324
3625,PET.L,Petrel Resources Plc,UK,LSE,GBX,Common Stock,IE0001340177
3626,PETB.L,OMV Petrom S.A,UK,LSE,USD,Common Stock,
3627,PETS.L,Pets at Home Group Plc,UK,LSE,GBX,Common Stock,GB00BJ62K685
3628,PEY.L,Princess Private Equity Holding Limited,UK,LSE,EUR,Common Stock,GG00B28C2R28
3629,PEYS.L,Princess Private Equity Holding Limited,UK,LSE,GBX,Common Stock,GG00B28C2R28
3630,PFC.L,Petrofac Limited,UK,LSE,GBX,Common Stock,GB00B0H2K534
3631,PFD.L,Premier Foods plc,UK,LSE,GBX,Common Stock,GB00B7N0K053
3632,PFG.L,Provident Financial plc,UK,LSE,GBX,Common Stock,GB00B1Z4ST84
3633,PFP.L,Pathfinder Minerals Plc,UK,LSE,GBX,Common Stock,GB00BYY0JQ23
3634,PGH.L,Personal Group Holdings Plc,UK,LSE,GBX,Common Stock,GB0002760279
