,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
224,673.SZ,Lead Eastern Investment Co.Ltd,,SHE,CNY,Common Stock,CNE000000NT9,,,,,,,,,,
225,676.SZ,Genimous Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000NN2,,,,,,,,,,
226,677.SZ,CHTC Helon Co. Ltd,,SHE,CNY,Common Stock,CNE0000000J3,,,,,,,,,,
227,678.SZ,Xiangyang Automobile Bearing Co. Ltd,,SHE,CNY,Common Stock,CNE0000008Z2,,,,,,,,,,
228,679.SZ,Dalian Friendship (Group) Co. Ltd,,SHE,CNY,Common Stock,CNE0000008C1,,,,,,,,,,
229,680.SZ,Shantui Construction Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE000000KZ2,,,,,,,,,,
230,681.SZ,Visual China Group Co.Ltd,,SHE,CNY,Common Stock,CNE000000BW8,,,,,,,,,,
231,682.SZ,Dongfang Electronics Co. Ltd,,SHE,CNY,Common Stock,CNE0000006P7,,,,,,,,,,
232,683.SZ,Inner Mongolia Yuan Xing Energy Co.Ltd,,SHE,CNY,Common Stock,CNE000000P20,,,,,,,,,,
233,685.SZ,Zhongshan Public Utilities Group Co.Ltd,,SHE,CNY,Common Stock,CNE0000006B7,,,,,,,,,,
234,686.SZ,Northeast Securities Co. Ltd,,SHE,CNY,Common Stock,CNE0000004H9,,,,,,,,,,
235,687.SZ,Huaxun Fangzhou Co. Ltd,,SHE,CNY,Common Stock,CNE000000P38,,,,,,,,,,
236,688.SZ,GuoCheng Mining CO.LTD,,SHE,CNY,Common Stock,CNE0000003F5,,,,,,,,,,
237,690.SZ,Guangdong Baolihua New Energy Stock Co. Ltd,,SHE,CNY,Common Stock,CNE000000P12,,,,,,,,,,
238,691.SZ,Hainan Yatai Industrial Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000628,,,,,,,,,,
239,692.SZ,Shenyang Huitian Thermal Power Co.Ltd,,SHE,CNY,Common Stock,CNE0000007K6,,,,,,,,,,
240,695.SZ,Tianjin Binhai Energy & Development Co.Ltd,,SHE,CNY,Common Stock,CNE0000005C7,,,,,,,,,,
241,697.SZ,Ligeance Aerospace Technology Co.Ltd,,SHE,CNY,Common Stock,CNE000000800,,,,,,,,,,
242,698.SZ,Shenyang Chemical Industry Co. Ltd,,SHE,CNY,Common Stock,CNE0000002H3,,,,,,,,,,
243,700.SZ,Jiangnan Mould & Plastic Technology Co. Ltd,,SHE,CNY,Common Stock,CNE0000000N5,,,,,,,,,,
244,701.SZ,Xiamen Xindeco Ltd,,SHE,CNY,Common Stock,CNE0000005Y1,,,,,,,,,,
245,702.SZ,Hunan Zhenghong Science and Technology Develop Co.Ltd,,SHE,CNY,Common Stock,CNE000000P95,,,,,,,,,,
246,703.SZ,Hengyi Petrochemical Co. Ltd,,SHE,CNY,Common Stock,CNE0000001J1,,,,,,,,,,
247,705.SZ,Zhejiang Zhenyuan Share Co. Ltd,,SHE,CNY,Common Stock,CNE0000007L4,,,,,,,,,,
248,707.SZ,Hubei Shuanghuan Science and Technology Stock Co.Ltd,,SHE,CNY,Common Stock,CNE0000007M2,,,,,,,,,,
249,708.SZ,Citic Pacific Special Steel Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000008J6,,,,,,,,,,
250,709.SZ,Hbis Company Limited,,SHE,CNY,Common Stock,CNE000000H20,,,,,,,,,,
251,710.SZ,Berry Genomics Co.Ltd,,SHE,CNY,Common Stock,CNE000000PN7,,,,,,,,,,
252,711.SZ,Kingland Technology Co.Ltd,,SHE,CNY,Common Stock,CNE0000006Q5,,,,,,,,,,
253,712.SZ,Guangdong Golden Dragon Development Inc,,SHE,CNY,Common Stock,CNE000000PJ5,,,,,,,,,,
254,713.SZ,Hefei Fengle Seed Co. Ltd,,SHE,CNY,Common Stock,CNE000000PQ0,,,,,,,,,,
255,715.SZ,Zhongxing Shenyang Commercial Building Group Co.Ltd,,SHE,CNY,Common Stock,CNE000000PS6,,,,,,,,,,
256,716.SZ,Nanfang Black Sesame Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000909,,,,,,,,,,
257,717.SZ,SGIS Songshan Co. Ltd,,SHE,CNY,Common Stock,CNE000000PW8,,,,,,,,,,
258,718.SZ,Suning Universal Co.Ltd,,SHE,CNY,Common Stock,CNE0000007N0,,,,,,,,,,
259,719.SZ,Central china land media CO.LTD,,SHE,CNY,Common Stock,CNE0000000X4,,,,,,,,,,
260,720.SZ,Shandong Xinneng Taishan Power Generation Co.Ltd,,SHE,CNY,Common Stock,CNE0000007P5,,,,,,,,,,
261,721.SZ,Xi'an Catering Co. Ltd,,SHE,CNY,Common Stock,CNE000000D81,,,,,,,,,,
262,722.SZ,Hunan Development Group Co.Ltd,,SHE,CNY,Common Stock,CNE0000009J4,,,,,,,,,,
263,723.SZ,Shanxi Meijin Energy Co. Ltd,,SHE,CNY,Common Stock,CNE0000005J2,,,,,,,,,,
264,725.SZ,BOE Technology Group Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
265,726.SZ,Lu Thai Textile Co. Ltd,,SHE,CNY,Common Stock,CNE000001667,,,,,,,,,,
266,727.SZ,TPV Technology Co. Ltd,,SHE,CNY,Common Stock,CNE0000002J9,,,,,,,,,,
267,728.SZ,Guoyuan Securities Company Limited,,SHE,CNY,Common Stock,CNE000000QZ9,,,,,,,,,,
268,729.SZ,Beijing Yanjing Brewery Co.Ltd,,SHE,CNY,Common Stock,CNE000000S84,,,,,,,,,,
269,731.SZ,Sichuan Meifeng Chemical Industry Co. Ltd,,SHE,CNY,Common Stock,CNE000000FV1,,,,,,,,,,
270,732.SZ,Tahoe Group Co.Ltd,,SHE,CNY,Common Stock,CNE0000005W5,,,,,,,,,,
271,733.SZ,China Zhenhua (Group) Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000RY0,,,,,,,,,,
272,735.SZ,Luoniushan Co. Ltd,,SHE,CNY,Common Stock,CNE000000CR6,,,,,,,,,,
273,736.SZ,CCCG Real Estate Corporation Limited,,SHE,CNY,Common Stock,CNE000000727,,,,,,,,,,
274,737.SZ,Nafine Chemical Industry Group Co.Ltd,,SHE,CNY,Common Stock,CNE000000PR8,,,,,,,,,,
275,738.SZ,Aecc Aero-Engine Control Co.Ltd,,SHE,CNY,Common Stock,CNE000000RM5,,,,,,,,,,
276,739.SZ,Apeloa Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE000000Q45,,,,,,,,,,
277,750.SZ,Sealand Securities Co. Ltd,,SHE,CNY,Common Stock,CNE0000008K4,,,,,,,,,,
278,751.SZ,Huludao Zinc Industry Co.Ltd,,SHE,CNY,Common Stock,CNE0000004X6,,,,,,,,,,
279,752.SZ,Tibet Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000RJ1,,,,,,,,,,
280,753.SZ,Fujian Zhangzhou Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000RR4,,,,,,,,,,
281,755.SZ,Shanxi Road & Bridge Co.Ltd,,SHE,CNY,Common Stock,CNE000000S43,,,,,,,,,,
282,756.SZ,Shandong Xinhua Pharmaceutical Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
283,757.SZ,Sichuan Haowu Electromechanical Co. Ltd,,SHE,CNY,Common Stock,CNE000000RV6,,,,,,,,,,
284,758.SZ,China Nonferrous Metal Industry's Foreign Engineering and Construction Co.Ltd,,SHE,CNY,Common Stock,CNE000000PK3,,,,,,,,,,
285,759.SZ,Zhongbai Holdings Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000180,,,,,,,,,,
286,761.SZ,Bengang Steel Plates Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
287,762.SZ,Tibet Mineral Development Co. LTD,,SHE,CNY,Common Stock,CNE000000S27,,,,,,,,,,
288,766.SZ,Tonghua Golden-Horse Pharmaceutical Industry CoLtd,,SHE,CNY,Common Stock,CNE000000735,,,,,,,,,,
289,767.SZ,Jinneng Holding Shanxi Electric Power Co.LTD,,SHE,CNY,Common Stock,CNE000000776,,,,,,,,,,
290,768.SZ,AVIC Xi'an Aircraft Industry Group Company Ltd,,SHE,CNY,Common Stock,CNE000000RF9,,,,,,,,,,
291,776.SZ,GF Securities Co. Ltd,,SHE,CNY,Common Stock,CNE0000008L2,,,,,,,,,,
292,777.SZ,CNNC SUFA Technology Industry Co. Ltd,,SHE,CNY,Common Stock,CNE000000RW4,,,,,,,,,,
293,778.SZ,Xinxing Ductile Iron Pipes Co. Ltd,,SHE,CNY,Common Stock,CNE000000QG9,,,,,,,,,,
294,779.SZ,Gansu Engineering Consulting Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000QL9,,,,,,,,,,
295,780.SZ,Inner Mongolia PingZhuang Energy Resources Co.Ltd,,SHE,CNY,Common Stock,CNE000000859,,,,,,,,,,
296,782.SZ,Guangdong Xinhui Meida Nylon Co. Ltd,,SHE,CNY,Common Stock,CNE0000002K7,,,,,,,,,,
297,783.SZ,Changjiang Securities Company Limited,,SHE,CNY,Common Stock,CNE000000SH3,,,,,,,,,,
298,785.SZ,Easyhome New Retail Group Corporation Limited,,SHE,CNY,Common Stock,CNE0000001N3,,,,,,,,,,
299,786.SZ,Beijing New Building Materials Public Limited Company,,SHE,CNY,Common Stock,CNE000000QS4,,,,,,,,,,
300,788.SZ,PKU HealthCare Corp.Ltd,,SHE,CNY,Common Stock,CNE0000008M0,,,,,,,,,,
301,789.SZ,Jiangxi Wannianqing Cement Co. Ltd,,SHE,CNY,Common Stock,CNE000000SZ5,,,,,,,,,,
302,790.SZ,Chengdu Huasun Technology Group Inc. Ltd,,SHE,CNY,Common Stock,CNE0000001H5,,,,,,,,,,
303,791.SZ,GEPIC Energy Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000T42,,,,,,,,,,
304,793.SZ,Huawen Media Group,,SHE,CNY,Common Stock,CNE0000002L5,,,,,,,,,,
305,795.SZ,Innuovo Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000SL5,,,,,,,,,,
306,796.SZ,Caissa Tosun Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000S50,,,,,,,,,,
307,797.SZ,China Wuyi Co. Ltd,,SHE,CNY,Common Stock,CNE000000SD2,,,,,,,,,,
308,798.SZ,CNFC Overseas Fisheries Co.Ltd,,SHE,CNY,Common Stock,CNE000000V30,,,,,,,,,,
309,799.SZ,Jiugui Liquor Co. Ltd,,SHE,CNY,Common Stock,CNE000000S92,,,,,,,,,,
310,800.SZ,FAW Jiefang Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000R85,,,,,,,,,,
311,801.SZ,Sichuan Jiuzhou Electronic Co. Ltd,,SHE,CNY,Common Stock,CNE0000000B0,,,,,,,,,,
312,802.SZ,Beijing Jingxi Culture & Tourism Co.Ltd,,SHE,CNY,Common Stock,CNE000000TW0,,,,,,,,,,
313,803.SZ,BECE Legend Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000000G9,,,,,,,,,,
314,806.SZ,Galaxy Biomedical Investment Co. Ltd,,SHE,CNY,Common Stock,CNE0000009R7,,,,,,,,,,
315,807.SZ,Yunnan Aluminium Co. Ltd,,SHE,CNY,Common Stock,CNE000000VG9,,,,,,,,,,
316,809.SZ,Tieling Newcity Investment Holding (Group) Limited,,SHE,CNY,Common Stock,CNE0000000Z9,,,,,,,,,,
317,810.SZ,Skyworth Digital Co. Ltd,,SHE,CNY,Common Stock,CNE0000000L9,,,,,,,,,,
318,811.SZ,Moon Environment Technology Co. Ltd,,SHE,CNY,Common Stock,CNE0000000S4,,,,,,,,,,
319,812.SZ,Shaanxi Jinye Science Technology and Education Group Co.Ltd,,SHE,CNY,Common Stock,CNE0000006R3,,,,,,,,,,
320,813.SZ,Dezhan Healthcare Company Limited,,SHE,CNY,Common Stock,CNE000000VV8,,,,,,,,,,
321,815.SZ,MCC Meili Cloud Computing Industry Investment Co. Ltd,,SHE,CNY,Common Stock,CNE000000W54,,,,,,,,,,
322,816.SZ,Jiangsu Nonghua Intelligent Agriculture Technology Co.ltd,,SHE,CNY,Common Stock,CNE000000SR2,,,,,,,,,,
323,818.SZ,Hangjin Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000T67,,,,,,,,,,
324,819.SZ,Yueyang Xingchang Petro-Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE0000006C5,,,,,,,,,,
325,820.SZ,Shenwu Energy Saving Co. Ltd,,SHE,CNY,Common Stock,CNE0000007Q3,,,,,,,,,,
326,821.SZ,J.S. Corrugating Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE000000743,,,,,,,,,,
327,822.SZ,Shandong Haihua Co.Ltd,,SHE,CNY,Common Stock,CNE000000WH5,,,,,,,,,,
328,823.SZ,Guangdong Goworld Co. Ltd,,SHE,CNY,Common Stock,CNE000000T26,,,,,,,,,,
329,825.SZ,Shanxi Taigang Stainless Steel Co. Ltd,,SHE,CNY,Common Stock,CNE000000WM5,,,,,,,,,,
330,826.SZ,TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co. LTD,,SHE,CNY,Common Stock,CNE000000BX6,,,,,,,,,,
331,828.SZ,Dongguan Development (Holdings) Co. Ltd,,SHE,CNY,Common Stock,CNE000000R02,,,,,,,,,,
332,829.SZ,Telling Telecommunication Holding Co.Ltd,,SHE,CNY,Common Stock,CNE000000TM1,,,,,,,,,,
333,830.SZ,Luxi Chemical Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000WN3,,,,,,,,,,
334,831.SZ,China Minmetals Rare Earth Co. Ltd,,SHE,CNY,Common Stock,CNE000000WS2,,,,,,,,,,
335,833.SZ,Guangxi Yuegui Guangye Holdings Co. Ltd,,SHE,CNY,Common Stock,CNE000000XC4,,,,,,,,,,
336,835.SZ,Great Wall International ACG Co. Ltd,,SHE,CNY,Common Stock,CNE000000WW4,,,,,,,,,,
337,836.SZ,Tianjin Futong Information Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000T34,,,,,,,,,,
338,837.SZ,Qinchuan Machine Tool & Tool Group Share Co. Ltd,,SHE,CNY,Common Stock,CNE000000WX2,,,,,,,,,,
339,838.SZ,CASIN Real Estate Development Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000007R1,,,,,,,,,,
340,839.SZ,CITIC Guoan Information Industry Co. Ltd,,SHE,CNY,Common Stock,CNE000000TD0,,,,,,,,,,
341,848.SZ,He Bei Cheng De Lolo Company Limited,,SHE,CNY,Common Stock,CNE000000TG3,,,,,,,,,,
342,850.SZ,Anhui Huamao Textile Co. Ltd,,SHE,CNY,Common Stock,CNE000000X20,,,,,,,,,,
343,851.SZ,Gohigh Data Networks Technology Co. Ltd,,SHE,CNY,Common Stock,CNE0000009Q9,,,,,,,,,,
344,852.SZ,Sinopec Oilfield Equipment Corporation,,SHE,CNY,Common Stock,CNE000000XK7,,,,,,,,,,
345,856.SZ,Tangshan Jidong Equipment Engineering Co. Ltd,,SHE,CNY,Common Stock,CNE000000WJ1,,,,,,,,,,
346,858.SZ,Wuliangye Yibin Co.Ltd,,SHE,CNY,Common Stock,CNE000000VQ8,,,,,,,,,,
347,859.SZ,Anhui Guofeng Plastic Industry Co. Ltd,,SHE,CNY,Common Stock,CNE000000XF7,,,,,,,,,,
348,860.SZ,Beijing Shunxin Agriculture Co.Ltd,,SHE,CNY,Common Stock,CNE000000XH3,,,,,,,,,,
349,861.SZ,Guangdong Highsun Group Co.Ltd,,SHE,CNY,Common Stock,CNE000000X46,,,,,,,,,,
350,862.SZ,Ning Xia Yin Xing Energy Co.Ltd,,SHE,CNY,Common Stock,CNE000000WZ7,,,,,,,,,,
351,863.SZ,Sanxiang Impression Co. Ltd,,SHE,CNY,Common Stock,CNE000000T00,,,,,,,,,,
352,868.SZ,Anhui Ankai Automobile Co. Ltd,,SHE,CNY,Common Stock,CNE000000SG5,,,,,,,,,,
353,869.SZ,Yantai Changyu Pioneer Wine Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
354,875.SZ,Jilin Electric Power Co.Ltd,,SHE,CNY,Common Stock,CNE000001CR4,,,,,,,,,,
355,876.SZ,New Hope Liuhe Co. Ltd,,SHE,CNY,Common Stock,CNE000000VB0,,,,,,,,,,
356,877.SZ,Xinjiang Tianshan Cement Co. Ltd,,SHE,CNY,Common Stock,CNE000000XV4,,,,,,,,,,
357,878.SZ,Yunnan Copper Co. Ltd,,SHE,CNY,Common Stock,CNE000000W13,,,,,,,,,,
358,880.SZ,Weichai Heavy Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE0000007S9,,,,,,,,,,
359,881.SZ,CGN Nuclear Technology Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000842,,,,,,,,,,
360,882.SZ,Beijing Hualian Department Store Co. Ltd,,SHE,CNY,Common Stock,CNE000000W70,,,,,,,,,,
361,883.SZ,Hubei Energy Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000750,,,,,,,,,,
362,885.SZ,City Development Environment Co. Ltd,,SHE,CNY,Common Stock,CNE000000Y45,,,,,,,,,,
363,886.SZ,Hainan Expressway Co. Ltd,,SHE,CNY,Common Stock,CNE000000V48,,,,,,,,,,
364,887.SZ,Anhui Zhongding Sealing Parts Co. Ltd,,SHE,CNY,Common Stock,CNE000000XP6,,,,,,,,,,
365,888.SZ,Emei Shan Tourism Co.Ltd,,SHE,CNY,Common Stock,CNE000000T91,,,,,,,,,,
366,889.SZ,ZJBC Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000TT6,,,,,,,,,,
367,890.SZ,Jiangsu Fasten Company Limited,,SHE,CNY,Common Stock,CNE0000007T7,,,,,,,,,,
368,892.SZ,H&R Century Union Corporation,,SHE,CNY,Common Stock,CNE000000XX0,,,,,,,,,,
369,893.SZ,Asia-Potash International Investment (Guangzhou) Co. Ltd,,SHE,CNY,Common Stock,CNE000000XS0,,,,,,,,,,
370,895.SZ,Henan Shuanghui Investment & Development Co.Ltd,,SHE,CNY,Common Stock,CNE000000XM3,,,,,,,,,,
371,897.SZ,Tianjin Jinbin Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000Y60,,,,,,,,,,
372,898.SZ,Angang Steel Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
373,899.SZ,Jiangxi Ganneng Co. Ltd,,SHE,CNY,Common Stock,CNE000000TP4,,,,,,,,,,
374,900.SZ,Xiandai Investment Co.Ltd,,SHE,CNY,Common Stock,CNE000000925,,,,,,,,,,
375,901.SZ,Aerospace Hi-Tech Holding Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000Y86,,,,,,,,,,
376,902.SZ,Xinyangfeng Agricultural Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000YG3,,,,,,,,,,
377,903.SZ,Kunming Yunnei Power Co.Ltd,,SHE,CNY,Common Stock,CNE000000YJ7,,,,,,,,,,
378,905.SZ,Xiamen Port Development Co. Ltd,,SHE,CNY,Common Stock,CNE000000YL3,,,,,,,,,,
379,906.SZ,Zheshang Development Group Co.Ltd,,SHE,CNY,Common Stock,CNE000000YS8,,,,,,,,,,
380,908.SZ,Hunan Jingfeng Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE000000Y11,,,,,,,,,,
381,909.SZ,Soyea Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000YN9,,,,,,,,,,
382,910.SZ,Dare Power Dekor Home Co.Ltd,,SHE,CNY,Common Stock,CNE000000YV2,,,,,,,,,,
383,911.SZ,Nanning Sugar Industry Co. Ltd,,SHE,CNY,Common Stock,CNE000000YX8,,,,,,,,,,
384,912.SZ,Sichuan Lutianhua Company Limited,,SHE,CNY,Common Stock,CNE000000Z02,,,,,,,,,,
385,913.SZ,Zhejiang Qianjiang Motorcycle Co. Ltd,,SHE,CNY,Common Stock,CNE000000YQ2,,,,,,,,,,
386,915.SZ,Shandong Shanda Wit Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE000000Z28,,,,,,,,,,
387,917.SZ,Hunan TV & Broadcast Intermediary Co. Ltd,,SHE,CNY,Common Stock,CNE000000YB4,,,,,,,,,,
388,918.SZ,China Calxon Group Co. Ltd,,SHE,CNY,Common Stock,CNE000000ZM8,,,,,,,,,,
389,919.SZ,Jinling Pharmaceutical Company Limited,,SHE,CNY,Common Stock,CNE0000010W5,,,,,,,,,,
390,920.SZ,South Huiton Co. Ltd,,SHE,CNY,Common Stock,CNE000000Z51,,,,,,,,,,
391,921.SZ,Hisense Home Appliances Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
392,922.SZ,Harbin Electric Corporation Jiamusi Electric Machine CO.Ltd,,SHE,CNY,Common Stock,CNE0000007V3,,,,,,,,,,
393,923.SZ,HBIS Resources Co. Ltd,,SHE,CNY,Common Stock,CNE000000ZK2,,,,,,,,,,
394,925.SZ,UniTTEC Co.Ltd,,SHE,CNY,Common Stock,CNE000000Z93,,,,,,,,,,
395,926.SZ,Hubei Fuxing Science and Technology Co.Ltd,,SHE,CNY,Common Stock,CNE000000ZG0,,,,,,,,,,
396,927.SZ,China Railway Materials Company Limited,,SHE,CNY,Common Stock,CNE000000ZV9,,,,,,,,,,
397,928.SZ,Sinosteel Engineering & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE0000007W1,,,,,,,,,,
398,929.SZ,Lanzhou Huanghe Enterprise Co. Ltd,,SHE,CNY,Common Stock,CNE000000ZD7,,,,,,,,,,
399,930.SZ,COFCO Biotechnology Co. Ltd,,SHE,CNY,Common Stock,CNE000000ZR7,,,,,,,,,,
400,931.SZ,Beijing Centergate Technologies (holding) Co. Ltd,,SHE,CNY,Common Stock,CNE000001030,,,,,,,,,,
401,932.SZ,Hunan Valin Steel Co. Ltd,,SHE,CNY,Common Stock,CNE000001006,,,,,,,,,,
402,933.SZ,Henan Shenhuo Coal & Power Co.Ltd,,SHE,CNY,Common Stock,CNE000001097,,,,,,,,,,
403,935.SZ,SICHUAN SHUANGMA CEMENT CO. Ltd,,SHE,CNY,Common Stock,CNE000001048,,,,,,,,,,
404,936.SZ,Jiangsu Huaxicun Co. Ltd,,SHE,CNY,Common Stock,CNE000001063,,,,,,,,,,
405,937.SZ,Jizhong Energy Resources Co. Ltd,,SHE,CNY,Common Stock,CNE0000010H6,,,,,,,,,,
406,938.SZ,Unisplendour Corporation Limited,,SHE,CNY,Common Stock,CNE0000010T1,,,,,,,,,,
407,948.SZ,Yunnan Nantian Electronics Information Co.Ltd,,SHE,CNY,Common Stock,CNE0000010M6,,,,,,,,,,
408,949.SZ,Xinxiang Chemical Fiber Co. Ltd,,SHE,CNY,Common Stock,CNE0000010N4,,,,,,,,,,
409,950.SZ,C.Q. Pharmaceutical Holding Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
410,951.SZ,Sinotruk Jinan Truck Co. Ltd,,SHE,CNY,Common Stock,CNE0000010Y1,,,,,,,,,,
411,952.SZ,Hubei Guangji Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE0000010R5,,,,,,,,,,
412,953.SZ,Guangxi Hechi Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE000001105,,,,,,,,,,
413,955.SZ,Xinglong Holding (Group) Company Ltd,,SHE,CNY,Common Stock,CNE000001121,,,,,,,,,,
414,957.SZ,Zhongtong Bus Holding Co. Ltd,,SHE,CNY,Common Stock,CNE000001188,,,,,,,,,,
415,958.SZ,Spic Dongfang Energy Corporation,,SHE,CNY,Common Stock,CNE000001154,,,,,,,,,,
416,959.SZ,Beijing Shougang Co. Ltd,,SHE,CNY,Common Stock,CNE000001196,,,,,,,,,,
417,960.SZ,Yunnan Tin Company Limited,,SHE,CNY,Common Stock,CNE0000011D3,,,,,,,,,,
418,961.SZ,Jiangsu Zhongnan Construction Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000011P7,,,,,,,,,,
419,962.SZ,Ningxia Orient Tantalum Industry Co. Ltd,,SHE,CNY,Common Stock,CNE0000011N2,,,,,,,,,,
420,963.SZ,Huadong Medicine Co. Ltd,,SHE,CNY,Common Stock,CNE0000011S1,,,,,,,,,,
421,965.SZ,Tianjin Tianbao Infrastructure Co. Ltd,,SHE,CNY,Common Stock,CNE000001212,,,,,,,,,,
422,966.SZ,Guodian Changyuan Electric Power Co. Ltd,,SHE,CNY,Common Stock,CNE0000011X1,,,,,,,,,,
423,967.SZ,Infore Environment Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000011Z6,,,,,,,,,,
424,968.SZ,Shanxi Blue Flame Holding Company Limited,,SHE,CNY,Common Stock,CNE0000012V3,,,,,,,,,,
425,969.SZ,Advanced Technology & Materials Co. Ltd,,SHE,CNY,Common Stock,CNE0000012X9,,,,,,,,,,
426,970.SZ,Beijing Zhong Ke San Huan High-Tech Co. Ltd,,SHE,CNY,Common Stock,CNE000001261,,,,,,,,,,
427,971.SZ,Gosun Holding Co. Ltd,,SHE,CNY,Common Stock,CNE000001287,,,,,,,,,,
428,972.SZ,Chalkis Health Industry Co. Ltd,,SHE,CNY,Common Stock,CNE0000012C3,,,,,,,,,,
429,973.SZ,FSPG Hi-Tech CO. Ltd,,SHE,CNY,Common Stock,CNE0000012F6,,,,,,,,,,
430,975.SZ,Yintai Gold Co. Ltd,,SHE,CNY,Common Stock,CNE0000012L4,,,,,,,,,,
431,976.SZ,Guangdong Huatie Tongda High-speed Railway Equipment Corporation,,SHE,CNY,Common Stock,CNE0000012S9,,,,,,,,,,
432,977.SZ,Inspur Electronic Information Industry Co. Ltd,,SHE,CNY,Common Stock,CNE0000012M2,,,,,,,,,,
433,978.SZ,Guilin Tourism Corporation Limited,,SHE,CNY,Common Stock,CNE0000012H2,,,,,,,,,,
434,980.SZ,Zotye Automobile Co. Ltd,,SHE,CNY,Common Stock,CNE000001337,,,,,,,,,,
435,981.SZ,Yinyi Co.Ltd,,SHE,CNY,Common Stock,CNE000001352,,,,,,,,,,
436,982.SZ,Ningxia Zhongyin Cashmere Co. Ltd,,SHE,CNY,Common Stock,CNE0000013C1,,,,,,,,,,
437,983.SZ,Shanxi Coking Coal Energy Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000013Y5,,,,,,,,,,
438,985.SZ,Daqing Huake Company Limited,,SHE,CNY,Common Stock,CNE000001402,,,,,,,,,,
439,987.SZ,Guangzhou Yuexiu Financial Holdings Group Co. Ltd,,SHE,CNY,Common Stock,CNE0000013M0,,,,,,,,,,
440,988.SZ,Huagong Tech Company Limited,,SHE,CNY,Common Stock,CNE000001303,,,,,,,,,,
441,989.SZ,Jiuzhitang Co. Ltd,,SHE,CNY,Common Stock,CNE000001394,,,,,,,,,,
442,990.SZ,Chengzhi Shareholding Co. Ltd,,SHE,CNY,Common Stock,CNE0000013G2,,,,,,,,,,
443,993.SZ,Fujian Mindong Electric Power Limited Company,,SHE,CNY,Common Stock,CNE000001469,,,,,,,,,,
444,996.SZ,China CIFCO Investment Co. Ltd,,SHE,CNY,Common Stock,CNE0000013R9,,,,,,,,,,
445,997.SZ,Newland Digital Technology Co.Ltd,,SHE,CNY,Common Stock,CNE0000014B1,,,,,,,,,,
446,998.SZ,Yuan Long Ping High-Tech Agriculture Co. Ltd,,SHE,CNY,Common Stock,CNE000001360,,,,,,,,,,
447,999.SZ,China Resources Sanjiu Medical & Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE0000011K8,,,,,,,,,,
448,1696.SZ,Chongqing Zongshen Power Machinery Co.Ltd,,SHE,CNY,Common Stock,CNE000000107,,,,,,,,,,
449,1872.SZ,China Merchants Port Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
